 #          80 : dS/dmH (fb)
         10.0000            0.688716E-11        0.204384E-11
         30.0000            0.868418E-09        0.153506E-09
         50.0000            0.112917E-07        0.119433E-08
         70.0000            0.553498E-07        0.215241E-08
         90.0000            0.851305E-06        0.250882E-07
         110.000            0.126897E-04        0.792219E-07
         130.000            0.873489E-01        0.506059E-04
         150.000            0.331150E-03        0.143197E-05
         170.000            0.476728E-02        0.132239E-04
         190.000            0.734572E-02        0.156155E-04
         210.000            0.749773E-02        0.154727E-04
         230.000            0.694662E-02        0.138430E-04
         250.000            0.627947E-02        0.130715E-04
         270.000            0.551174E-02        0.120871E-04
         290.000            0.480847E-02        0.115952E-04
         310.000            0.418739E-02        0.108548E-04
         330.000            0.365365E-02        0.101210E-04
         350.000            0.319528E-02        0.102029E-04
         370.000            0.276666E-02        0.933532E-05
         390.000            0.242887E-02        0.902458E-05
         410.000            0.211287E-02        0.882998E-05
         430.000            0.185768E-02        0.792628E-05
         450.000            0.162625E-02        0.790779E-05
         470.000            0.143643E-02        0.754621E-05
         490.000            0.126804E-02        0.711431E-05
         510.000            0.112625E-02        0.710629E-05
         530.000            0.989319E-03        0.652715E-05
         550.000            0.886234E-03        0.636018E-05
         570.000            0.790903E-03        0.630193E-05
         590.000            0.699200E-03        0.613150E-05
         610.000            0.610530E-03        0.514127E-05
         630.000            0.551649E-03        0.538323E-05
         650.000            0.513743E-03        0.158215E-04
         670.000            0.440152E-03        0.538705E-05
         690.000            0.390206E-03        0.515004E-05
         710.000            0.355330E-03        0.545511E-05
         730.000            0.318993E-03        0.439483E-05
         750.000            0.286658E-03        0.430743E-05
         770.000            0.256351E-03        0.384292E-05
         790.000            0.236062E-03        0.491213E-05
         810.000            0.218301E-03        0.590726E-05
         830.000            0.195372E-03        0.384920E-05
         850.000            0.168639E-03        0.360771E-05
         870.000            0.159482E-03        0.456954E-05
         890.000            0.134893E-03        0.289481E-05
         910.000            0.134087E-03        0.522624E-05
         930.000            0.118560E-03        0.357842E-05
         950.000            0.105754E-03        0.429693E-05
         970.000            0.954466E-04        0.296246E-05
         990.000            0.844422E-04        0.259686E-05
         1010.00            0.802781E-04        0.285558E-05
         1030.00            0.710853E-04        0.267424E-05
         1050.00            0.637775E-04        0.263658E-05
         1070.00            0.631366E-04        0.593948E-05
         1090.00            0.513581E-04        0.266739E-05
         1110.00            0.503820E-04        0.228862E-05
         1130.00            0.464266E-04        0.205390E-05
         1150.00            0.439005E-04        0.294012E-05
         1170.00            0.342294E-04        0.165492E-05
         1190.00            0.458256E-04        0.119441E-04
         1210.00            0.298835E-04        0.145967E-05
         1230.00            0.277538E-04        0.185037E-05
         1250.00            0.294139E-04        0.200084E-05
         1270.00            0.259263E-04        0.176620E-05
         1290.00            0.259813E-04        0.210412E-05
         1310.00            0.206536E-04        0.126373E-05
         1330.00            0.184130E-04        0.986528E-06
         1350.00            0.160165E-04        0.111923E-05
         1370.00            0.159691E-04        0.206648E-05
         1390.00            0.163539E-04        0.202764E-05
         1410.00            0.136585E-04        0.256283E-05
         1430.00            0.116399E-04        0.123046E-05
         1450.00            0.102650E-04        0.800644E-06
         1470.00            0.940307E-05        0.723902E-06
         1490.00            0.112834E-04        0.122799E-05
         1510.00            0.753921E-05        0.570722E-06
         1530.00            0.649165E-05        0.467058E-06
         1550.00            0.744867E-05        0.787886E-06
         1570.00            0.689897E-05        0.913763E-06
         1590.00            0.581862E-05        0.495231E-06
         1610.00            0.560550E-05        0.508781E-06
         1630.00            0.539443E-05        0.843595E-06
         1650.00            0.388869E-05        0.496014E-06
         1670.00            0.605606E-05        0.147922E-05
         1690.00            0.463794E-05        0.646010E-06
         1710.00            0.407449E-05        0.844759E-06
         1730.00            0.493029E-05        0.116722E-05
         1750.00            0.498877E-05        0.235665E-05
         1770.00            0.299396E-05        0.568407E-06
         1790.00            0.207578E-05        0.188421E-06
         1810.00            0.285304E-05        0.489375E-06
         1830.00            0.260545E-05        0.362631E-06
         1850.00            0.175617E-05        0.279245E-06
         1870.00            0.191452E-05        0.347259E-06
         1890.00            0.204291E-05        0.448979E-06
         1910.00            0.168979E-05        0.324430E-06
         1930.00            0.120679E-05        0.148394E-06
         1950.00            0.115820E-05        0.110690E-06
         1970.00            0.219839E-05        0.932117E-06
         1990.00            0.112907E-05        0.164302E-06
